Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6EZ3zOIbxX3WeIQfwus9oW,"Piano Trio No. 3 in C Minor, Op. 101: II. Presto non assai","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,202773,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.342,0.0159,8,-27.226,1,0.0423,0.994,0.00912,0.144,0.139,94.566,3
spotify:track:0CKOnKLB5dIWxsMiN6R4vG,"Piano Trio No. 3 in C Minor, Op. 101: III. Andante grazioso","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,264346,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.328,0.0116,0,-27.035,1,0.038,0.988,0.87,0.0843,0.0874,60.468,4
spotify:track:70jgbt2TCRGL3fdArdIxhN,"Piano Trio No. 3 in C Minor, Op. 101: IV. Allegro molto","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,334400,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.274,0.174,0,-16.757,0,0.0454,0.989,0.722,0.123,0.149,83.946,4
spotify:track:4EyQLLkMARhVpMsmQ5kqKH,"I. Andante","Piano Trio (Tchaikovsky) / Horn Trio (Brahms)","Johannes Brahms;Nadja Salerno-Sonnenberg",2005-01-01,499586,0,false,,2012-08-30T16:37:29Z,"classical,classical piano,chamber music,orchestral","Angel Records",0.115,0.0283,3,-26.258,1,0.053,0.992,0.37,0.0782,0.0514,63.301,3
spotify:track:0vYPsw7pPrukcIXWY6x6YK,"II. Scherzo: Allegro","Piano Trio (Tchaikovsky) / Horn Trio (Brahms)","Johannes Brahms;Nadja Salerno-Sonnenberg",2005-01-01,439480,0,false,,2012-08-30T16:37:29Z,"classical,classical piano,chamber music,orchestral","Angel Records",0.279,0.0783,3,-22.585,1,0.0554,0.993,0.395,0.138,0.158,60.088,4
spotify:track:02YcQbpTRfISKz4TSVdxe4,"III. Adagio mesto","Piano Trio (Tchaikovsky) / Horn Trio (Brahms)","Johannes Brahms;Nadja Salerno-Sonnenberg",2005-01-01,495520,0,false,,2012-08-30T16:37:29Z,"classical,classical piano,chamber music,orchestral","Angel Records",0.182,0.00885,11,-30.873,1,0.0556,0.987,0.493,0.11,0.036,130.923,3
spotify:track:1Don91zBhcam0TJcLdhpzk,"IV. Finale","Piano Trio (Tchaikovsky) / Horn Trio (Brahms)","Johannes Brahms;Nadja Salerno-Sonnenberg",2005-01-01,376880,0,false,,2012-08-30T16:37:29Z,"classical,classical piano,chamber music,orchestral","Angel Records",0.436,0.193,10,-19.785,1,0.0521,0.985,0.642,0.103,0.196,103.932,4
spotify:track:03ICnduUvSqer4LcfSMaPe,"Sonata No. 1 in E Minor for Cello and Piano, Op. 38: I. Allegro non troppo","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,892866,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.17,0.038,0,-21.217,1,0.0406,0.963,0.824,0.103,0.0668,95.231,4
spotify:track:32RSJYm9ZGSZ9AoniJWha2,"Sonata No. 1 in E Minor for Cello and Piano, Op. 38: II. Allegretto - Quasi menuetto","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,357226,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.245,0.0513,0,-22.204,1,0.0422,0.978,0.898,0.0821,0.245,75.368,3
spotify:track:5NreKvJ9L1bmBgNY1dA3AU,"Sonata No. 1 in E Minor for Cello and Piano, Op. 38: III. Allegro","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,418906,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.32,0.161,4,-18.748,0,0.0388,0.976,0.855,0.148,0.23,99.003,3
spotify:track:149ZDqHZzBYeYmxXpqHboT,"Sonata No. 1 in G Major for Violin and Piano, Op. 78: I. Vivace ma non troppo","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,679266,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.261,0.154,7,-14.519,1,0.0413,0.94,0.369,0.0874,0.109,137.275,3
spotify:track:1vHRcsy8MUORm57EjOqlmY,"Sonata No. 1 in G Major for Violin and Piano, Op. 78: II. Adagio","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,489133,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.22,0.0405,3,-22.002,1,0.0383,0.941,0.889,0.0984,0.0377,96.422,4
spotify:track:6DhttsRgPjOqupz0W2OB9z,"Sonata No. 1 in G Major for Violin and Piano, Op. 78: III. Allegro molto moderato","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,531600,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.249,0.13,7,-17.483,0,0.0422,0.967,0.522,0.0782,0.102,101.585,3
spotify:track:2janxAZIiSTRFV9QZD5BWw,"Sonata No. 1 in F Minor for Viola and Piano, Op. 129: I. Allegro appassionato","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,468000,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.294,0.139,1,-16.759,1,0.0426,0.966,0.745,0.0863,0.127,109.366,3
spotify:track:2pXtSAQUaOkcJSQZZi86TF,"Sonata No. 1 in F Minor for Viola and Piano, Op. 129: II. Andante un poco adagio","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,368826,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.198,0.0797,1,-24.093,1,0.046,0.966,0.801,0.0796,0.0449,93.823,3
spotify:track:6wG6j8sWUV4y7xgVYSbzSU,"Sonata No. 1 in F Minor for Viola and Piano, Op. 129: III. Allegretto grazioso","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,270600,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.283,0.117,8,-21.336,1,0.0491,0.983,0.917,0.0841,0.253,135.74,3
spotify:track:29TNw1JLw0qMwoh6nMy7wJ,"Sonata No. 1 in F Minor for Viola and Piano, Op. 129: IV. Vivace","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,327573,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.3,0.116,5,-18.532,1,0.0554,0.986,0.808,0.149,0.154,87.968,4
spotify:track:2baHE1siI1ogWHhf00ev7l,"F-A-E Sonata for Violin and Piano, WoO 2: Scherzo","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,379000,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.323,0.253,0,-12.652,1,0.0402,0.937,0.147,0.148,0.105,98.89,4
spotify:track:2NaI7kz00DxzdoEDeExEOq,"Sonata No. 2 in A Major for Violin and Piano, Op. 100: I. Allegro amabile","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,529866,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.27,0.106,9,-16.064,1,0.0416,0.963,0.676,0.0916,0.0769,99.997,4
spotify:track:6Of2HrdNRsBnHM3Tcf9A6k,"Sonata No. 2 in A Major for Violin and Piano, Op. 100: II. Andante tranquillo","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,400933,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.272,0.0779,5,-21.133,1,0.0435,0.937,0.404,0.0674,0.14,110.49,4
spotify:track:5G0gGiApEALD0yFPH8tIto,"Sonata No. 2 in A Major for Violin and Piano, Op. 100: III. Allegretto grazioso (quasi andante)","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,342200,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.195,0.129,9,-17.585,1,0.0465,0.978,0.892,0.117,0.0523,93.558,3
spotify:track:2Iyi2bunAGeCJXkD364RIf,"Sonata No. 2 in E-Flat Major for Viola and Piano, Op. 120: I. Allegro amabile","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,480000,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.217,0.0793,3,-20.96,1,0.0545,0.978,0.818,0.124,0.0784,88.051,4
spotify:track:1Lz9oXzIygpcheKSIhIutV,"Sonata No. 2 in E-Flat Major for Viola and Piano, Op. 120: II. Appassionato, ma non troppo allegro","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,302426,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.226,0.122,11,-18.329,1,0.0527,0.984,0.835,0.141,0.134,78.563,3
spotify:track:5wplBPZ6CDYKT0y5PozPwA,"Sonata No. 2 in E-Flat Major for Viola and Piano, Op. 120: III. Andante con moto","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,487573,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.159,0.0663,3,-22.444,1,0.0525,0.983,0.93,0.122,0.0731,72.35,4
spotify:track:0Pwr1ZZhOx0b6C8GIQI0fZ,"Sonata No. 2 in F Major for Cello and Piano, Op. 99: I. Allegro vivace","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,551533,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.257,0.109,5,-18.231,1,0.0361,0.966,0.91,0.132,0.119,108.476,4
spotify:track:0NcQo7ZYSx3xPmOIhgRrqb,"Sonata No. 2 in F Major for Cello and Piano, Op. 99: II. Adagio affettuoso","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,442400,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.174,0.0159,6,-23.96,1,0.0386,0.977,0.666,0.124,0.0493,88.245,4
spotify:track:6kUcLCVnYaqOFyAtcL9jAT,"Sonata No. 2 in F Major for Cello and Piano, Op. 99: III. Allegro passionato","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,466826,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.241,0.176,5,-18.758,0,0.0471,0.978,0.885,0.111,0.152,178.13,3
spotify:track:6ZDAk8TwOhUZQDXnEtCyOs,"Sonata No. 2 in F Major for Cello and Piano, Op. 99: IV. Allegro molto","Brahms: The Complete String Sonatas","Johannes Brahms;Christoph Henkel;Elisabeth Westenholz",2011-06-28,302240,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral","Warner Music Group - X5 Music Group",0.312,0.104,5,-19.899,1,0.0383,0.98,0.921,0.0958,0.193,132.209,4
spotify:track:7MCeZeuXESDdVgVD33VnHi,"Sonata No. 3 in D Minor for Violin and Piano, Op. 108: I. Allegro","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,492066,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.201,0.121,5,-16.269,1,0.0421,0.964,0.512,0.0691,0.107,75.103,4
spotify:track:2crElkkOjhogzPjAAw1NTL,"Sonata No. 3 in D Minor for Violin and Piano, Op. 108: II. Adagio","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,306426,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.146,0.0877,2,-21.978,1,0.0447,0.984,0.871,0.0782,0.0373,95.125,4
spotify:track:4abWshBeFRVtKTO50zAxzW,"Sonata No. 3 in D Minor for Violin and Piano, Op. 108: III. Un poco presto e con sentimento","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,195640,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.378,0.0622,6,-18.546,0,0.0431,0.991,0.893,0.0785,0.157,118.595,4
spotify:track:4UkUlYLaKbeq0jTUJSkB7O,"Sonata No. 3 in D Minor for Violin and Piano, Op. 108: IV. Presto agitato","Brahms: The Complete String Sonatas","Johannes Brahms;Elisabeth Westenholz;Nils-Erik Sparf",2011-06-28,356866,0,false,,2012-08-30T16:38:48Z,"classical,classical piano,chamber music,orchestral,baroque","Warner Music Group - X5 Music Group",0.353,0.245,2,-13.2,0,0.0431,0.957,0.316,0.118,0.136,130.147,4
spotify:track:26qidmjivBd2alFO4v5e08,"Sonata for Clarinet and Piano in F Minor, Op. 120, No. 1: Allegro appassionato","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,480400,3,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.253,0.0426,1,-20.255,1,0.0375,0.981,0.687,0.0945,0.114,100.616,3
spotify:track:2MP8rK37vecdZNP1JGcDtq,"Sonata for Clarinet and Piano in F Minor, Op. 120, No. 1: Andante un poco; Adagio","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,328400,3,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.208,0.00315,8,-29.074,1,0.0437,0.987,0.81,0.115,0.0578,67.187,4
spotify:track:4J83mS60okgFnpbCFYIjfp,"Sonata for Clarinet and Piano in F Minor, Op. 120, No. 1: Allegretto grazioso","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,286733,2,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.257,0.0231,8,-25.743,1,0.0446,0.99,0.911,0.141,0.185,131.015,3
spotify:track:7JKyWF6wagjHGRFajLRfcS,"Sonata for Clarinet and Piano in F Minor, Op. 120, No. 1: Vivace","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,302506,2,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.341,0.0851,5,-21.323,1,0.0389,0.987,0.807,0.116,0.209,96.432,4
spotify:track:0ZIEZmaqSyTsR6Eh8XF8dY,"Sonata for Clarinet and Piano in E-Flat Major, Op. 120 No. 2: I. Allegro amabile","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,520266,3,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.272,0.0177,3,-24.342,1,0.0424,0.986,0.798,0.238,0.0628,130.398,3
spotify:track:1A0GHqwChJCHuK5UjTjIcw,"Sonata for Clarinet and Piano in E-Flat Major, Op. 120 No. 2: II. Allegro appassionato","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,317933,2,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.262,0.0328,3,-21.594,0,0.0399,0.985,0.69,0.113,0.128,159.487,3
spotify:track:1ep0FSbltsncAbjv6949GU,"Sonata for Clarinet and Piano in E-Flat Major, Op. 120 No. 2: III. Andante con moto - Allegro","Brahms: Sonata For Clarinet & Piano, Op. 120","Johannes Brahms;Richard Stoltzman;Richard Goode",1989-04-04,458200,2,false,,2012-08-30T16:41:32Z,"classical,classical piano,chamber music,orchestral","RCA Red Seal",0.274,0.0114,3,-24.74,1,0.0426,0.989,0.787,0.185,0.0837,134.549,4
spotify:track:4U9cE2U7s70jz3d6U1NEdm,"Piano Sonata No. 1, Op. 1 in C: Allegro","Brahms: Piano Concerto No. 2; Piano Sonata No. 1","Johannes Brahms;Sviatoslav Richter",2004-07-09,720866,3,false,,2012-08-30T16:44:46Z,"classical,classical piano,chamber music,orchestral,baroque","RCA Red Seal",0.354,0.0662,0,-19.721,1,0.0511,0.986,0.887,0.106,0.0782,61.049,4
spotify:track:62uGdhAUg9BcNLvmJT9jp9,"Piano Sonata No. 1, Op. 1 in C: Andante","Brahms: Piano Concerto No. 2; Piano Sonata No. 1","Johannes Brahms;Sviatoslav Richter",2004-07-09,372800,2,false,,2012-08-30T16:44:46Z,"classical,classical piano,chamber music,orchestral,baroque","RCA Red Seal",0.347,0.00322,8,-32.147,1,0.0728,0.993,0.914,0.139,0.172,83.304,4
spotify:track:4pgrA8v9VpmUlkT3REG13p,"Piano Sonata No. 1, Op. 1 in C: Scherzo: Allegro molto e con fuoco","Brahms: Piano Concerto No. 2; Piano Sonata No. 1","Johannes Brahms;Sviatoslav Richter",2004-07-09,388266,1,false,,2012-08-30T16:44:46Z,"classical,classical piano,chamber music,orchestral,baroque","RCA Red Seal",0.456,0.135,0,-18.398,1,0.0612,0.987,0.914,0.246,0.219,96.48,4
spotify:track:1zMFQmeaIyS5LN5pIaVTdt,"Piano Sonata No. 1, Op. 1 in C: Finale: Allegro con fuoco","Brahms: Piano Concerto No. 2; Piano Sonata No. 1","Johannes Brahms;Sviatoslav Richter",2004-07-09,434200,1,false,,2012-08-30T16:44:46Z,"classical,classical piano,chamber music,orchestral,baroque","RCA Red Seal",0.444,0.165,0,-19.036,1,0.053,0.983,0.905,0.127,0.0873,97.866,4
spotify:track:2ImVHeapms6mi6dlPinjsF,"Piano Sonata No. 2 in F-Sharp Minor, Op. 2: I. Allegro non troppo, ma energico","Brahms: 7 Fantasies, Op. 116, 4 Klavierstücke, Op. 119 & Piano Sonata No. 2, Op. 2","Johannes Brahms;Emanuel Ax",1995-12-12,368600,2,false,,2012-08-30T16:45:07Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.32,0.195,9,-20.505,1,0.0457,0.979,0.886,0.178,0.0427,100.602,3
spotify:track:11kh5DIbc2SsAggwYkk4TY,"Piano Sonata No. 2 in F-Sharp Minor, Op. 2: II. Andante con espressione","Brahms: 7 Fantasies, Op. 116, 4 Klavierstücke, Op. 119 & Piano Sonata No. 2, Op. 2","Johannes Brahms;Emanuel Ax",1995-12-12,283760,2,false,,2012-08-30T16:45:07Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.299,0.0612,11,-23.878,1,0.0583,0.991,0.895,0.0957,0.0349,78.576,4
spotify:track:6yvJH3FyepoYwTrgZiXmNe,"Piano Sonata No. 2 in F-Sharp Minor, Op. 2: III. Scherzo. Allegro - Trio. Poco piu moderato","Brahms: 7 Fantasies, Op. 116, 4 Klavierstücke, Op. 119 & Piano Sonata No. 2, Op. 2","Johannes Brahms;Emanuel Ax",1995-12-12,227933,2,false,,2012-08-30T16:45:07Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.512,0.0937,2,-22.716,1,0.0539,0.991,0.897,0.122,0.0739,57.046,4
spotify:track:5DqWpeuPhS23rGzBr7a8Bi,"Piano Sonata No. 2 in F-Sharp Minor, Op. 2: IV. Finale. Sostenuto - Allegro non troppo e rubato","Brahms: 7 Fantasies, Op. 116, 4 Klavierstücke, Op. 119 & Piano Sonata No. 2, Op. 2","Johannes Brahms;Emanuel Ax",1995-12-12,665133,2,false,,2012-08-30T16:45:07Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.283,0.075,6,-23.789,0,0.0505,0.991,0.925,0.0933,0.0439,69.16,3
spotify:track:4ymuKOYnBpagIjZ11CaaxD,"Sonata For Piano No. 3 in F Minor, Op. 5: I. Allegro maetoso","Brahms: Piano Sonata No. 3 - 6 Klavierstucke, Op. 118","Johannes Brahms;Hélène Grimaud",2009-01-01,580823,3,false,,2012-08-30T16:47:15Z,"classical,classical piano,chamber music,orchestral","Denon",0.417,0.0513,1,-21.781,1,0.0442,0.988,0.891,0.137,0.11,97.149,3
spotify:track:5wscRTQSSXwOeriseNfr4j,"Sonata For Piano No. 3 in F Minor, Op. 5: II. Andante espressivo","Brahms: Piano Sonata No. 3 - 6 Klavierstucke, Op. 118","Johannes Brahms;Hélène Grimaud",2009-01-01,656195,3,false,,2012-08-30T16:47:15Z,"classical,classical piano,chamber music,orchestral","Denon",0.268,0.00949,8,-29.336,1,0.0581,0.991,0.899,0.0787,0.0385,68.376,4
spotify:track:1IvpsDvAHad2oTujWrgNw9,"Sonata For Piano No. 3 in F Minor, Op. 5: III. Scherzo: Allegro energico","Brahms: Piano Sonata No. 3 - 6 Klavierstucke, Op. 118","Johannes Brahms;Hélène Grimaud",2009-01-01,282353,1,false,,2012-08-30T16:47:15Z,"classical,classical piano,chamber music,orchestral","Denon",0.409,0.138,1,-20.472,1,0.0586,0.985,0.865,0.134,0.158,72.878,3
spotify:track:03AoJQFFISpklFFGknQc3T,"Sonata For Piano No. 3 in F Minor, Op. 5: IV. Intermezzo: Andante molto","Brahms: Piano Sonata No. 3 - 6 Klavierstucke, Op. 118","Johannes Brahms;Hélène Grimaud",2009-01-01,212555,1,false,,2012-08-30T16:47:15Z,"classical,classical piano,chamber music,orchestral","Denon",0.506,0.00354,10,-26.336,0,0.0655,0.987,0.92,0.0699,0.0994,68.12,4
spotify:track:5FdQA6tmX3OuhhiMI5QdDb,"Sonata For Piano No. 3 in F Minor, Op. 5: V. Finale: Allegro moderato ma rubato","Brahms: Piano Sonata No. 3 - 6 Klavierstucke, Op. 118","Johannes Brahms;Hélène Grimaud",2009-01-01,442130,3,false,,2012-08-30T16:47:15Z,"classical,classical piano,chamber music,orchestral","Denon",0.397,0.0847,1,-22.594,1,0.0392,0.99,0.895,0.0963,0.0755,92.936,4
